STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,animals,Live animals,month,Month,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2019,,31246.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2020,,32796.07,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2021,,34454.09,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2022,,34073.38,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2023,,33803.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),ES,Spain,2024,,34565.28,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2015,,124149.82,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2016,,122696.53,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2017,,125349.14,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2018,,124678.63,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU15,European Union - 15 countries (1995-2004),2019,,124797.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2015,,142052.06,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2016,,140700.49,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2017,,144136.39,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2018,,142537.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU25,European Union - 25 countries (2004-2006),2019,,142539.24,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2015,,147579.03,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2016,,146024.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2017,,149135.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2018,,147117.56,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2007,European Union - 27 countries (2007-2013),2019,,146865.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2015,,144324.03,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2016,,142649.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2017,,145543.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2018,,143518.56,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2019,,143146.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2020,,145918.60,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2021,,141681.38,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2022,,134410.04,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2023,,132845.67,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU27_2020,European Union - 27 countries (from 2020),2024,,132135.52,,b,break in time series,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2015,,148746.03,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2016,,147187.62,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2017,,150256.55,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2018,,148166.56,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),EU28,European Union - 28 countries (2013-2020),2019,,147887.16,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2015,,1239.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2016,,1196.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2017,,1108.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2018,,1041.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2019,,1062.20,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2020,,1103.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2021,,1093.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2022,,997.67,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2023,,984.34,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FI,Finland,2024,,974.13,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2015,,13307.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2016,,12791.00,,p,provisional,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2017,,13353.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2018,,13713.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2019,,13510.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2020,,13393.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2021,,12941.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2022,,12182.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2023,,11794.05,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),FR,France,2024,,11714.94,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2015,,1167.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2016,,1163.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2017,,1121.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2018,,1049.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2019,,1022.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2020,,1033.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2021,,972.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2022,,945.00,,b,break in time series,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2023,,853.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HR,Croatia,2024,,873.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2015,,3124.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2016,,2907.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2017,,2870.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2018,,2872.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2019,,2634.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2020,,2850.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2021,,2725.90,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2022,,2558.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2023,,2607.70,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),HU,Hungary,2024,,2802.40,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2015,,1474.54,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2016,,1527.83,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2017,,1616.36,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2018,,1572.15,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2019,,1613.27,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2020,,1678.57,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2021,,1713.59,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2022,,1570.39,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2023,,1407.61,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IE,Ireland,2024,,1473.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2015,,36.40,,e,estimated,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2016,,38.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2017,,37.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2018,,36.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2019,,35.00,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2022,,24.30,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IS,Iceland,2023,,21.10,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IT,Italy,2015,,8674.79,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IT,Italy,2016,,8477.93,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IT,Italy,2017,,8570.75,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IT,Italy,2018,,8492.23,,,,,
dataflow,ESTAT:APRO_MT_LSPIG$DEFAULTVIEW(1.0),Pig population - annual data,A,Annual,A3100,"Live swine, domestic species",M12,December,THS_HD,Thousand heads (animals),IT,Italy,2019,,8510.27,,,,,
